Number of Cases,Street Address,Latitude,Longitude,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,sims avenue,1.31351376184823,103.880968253124,14,4,4,08/03/2021,3
3,jurong west central 1(blk 687),1.31329783863328,103.872837648285,15,2,3,08/03/2021,3
1,pending road(blk 115),1.31429873353526,103.872828236608,16,1,3,08/03/2021,3
2,pending road(blk 125),1.31379318761444,103.87309387056,16,1,3,08/03/2021,3
1,upper boon keng road(blk 3b),1.34677496983575,103.753335935038,17,2,3,08/03/2021,3
1,upper boon keng road(blk 3c),1.30909798702908,103.768355913054,17,2,3,08/03/2021,3
1,upper boon keng road(blk 3d),1.37295570473997,103.836400118348,17,2,3,08/03/2021,3
1,ang mo kio avenue 4(blk 115),1.37720623303834,103.770506986516,18,2,2,08/03/2021,3
1,ang mo kio avenue 4(blk 116),1.31454090676881,103.892407902763,18,2,2,08/03/2021,3
1,bukit batok east avenue 3(blk 230),1.34393313487063,103.87858937468,19,2,2,08/03/2021,3
1,bukit batok street 21(blk 215),1.34771540923723,103.754994802909,19,2,2,08/03/2021,3
2,clementi avenue 1(blk 421),1.31228167094409,103.880196097174,20,2,2,08/03/2021,3
1,guillemard road,1.32480413933797,103.864179093295,21,2,2,08/03/2021,3
1,lorong 16 geylang,1.32472541215649,103.949054176197,21,2,2,08/03/2021,3
1,jalan manis,1.33592183813398,103.859058481639,22,2,2,08/03/2021,3
1,saint francis road(saint francis lodge),1.31900921124333,103.747433142313,22,2,2,08/03/2021,3
1,lorong 7 toa payoh(blk 15),1.34340886402757,103.881033504281,23,2,2,08/03/2021,3
1,lorong 8 toa payoh(blk 231),1.33696011414514,103.859489719839,23,2,2,08/03/2021,3
2,lorong how sun(bartley residences),1.31962057942712,103.747111361741,24,2,2,08/03/2021,3
1,pandan gardens(blk 410),1.35020561451168,103.87481852314,25,2,2,08/03/2021,3
1,pandan gardens(blk 412),1.348845490498,103.875224639926,25,2,2,08/03/2021,3
2,rivervale link(the rivervale),1.38001083900926,103.898739652792,26,2,2,08/03/2021,3
1,serangoon central(blk 416),1.31423937033551,103.870914031459,27,2,2,08/03/2021,3
1,serangoon central(blk 421),1.35976711593487,103.863112751415,27,2,2,08/03/2021,3
1,upper boon keng road(blk 11),1.31526353935876,103.870688914288,28,2,2,08/03/2021,3
1,upper boon keng road(blk 14a),1.31711322517511,103.782299770856,28,2,2,08/03/2021,3
149,woodlands drive 17,1.34228021755455,103.775055813408,1,88,149,19/03/2022,3
4,grove drive,1.31461476672549,103.78143191715,2,62,99,19/03/2022,3
1,grove crescent,1.31567328932115,103.781178037015,2,62,99,19/03/2022,3
6,holland grove drive,1.31411312901179,103.780249286696,2,62,99,19/03/2022,3
19,holland grove road,1.31912691619358,103.781969234572,2,62,99,19/03/2022,3
1,holland grove view,1.31519248013843,103.782782232318,2,62,99,19/03/2022,3
1,holland grove terrace,1.31707111975903,103.781687329163,2,62,99,19/03/2022,3
1,holland grove walk,1.31799391483554,103.782871358654,2,62,99,19/03/2022,3
2,jalan kebaya,1.31667646178347,103.784296227747,2,62,99,19/03/2022,3
7,moonbeam drive,1.31572113397678,103.782016937948,2,62,99,19/03/2022,3
18,moonbeam terrace,1.34713474066852,103.770939376989,2,62,99,19/03/2022,3
3,mount sinai avenue,1.31588256242917,103.783410142766,2,62,99,19/03/2022,3
4,mount sinai crescent,1.31546098136224,103.784710113108,2,62,99,19/03/2022,3
7,mount sinai drive,1.3078371174284,103.763593736689,2,62,99,19/03/2022,3
17,mount sinai lane,1.44811106836686,103.793581117983,2,62,99,19/03/2022,3
4,mount sinai plain,1.31486641329476,103.782149720634,2,62,99,19/03/2022,3
2,mount sinai road,1.31303888529473,103.784174605331,2,62,99,19/03/2022,3
1,mount sinai terrace,1.34386130434684,103.773042970436,2,62,99,19/03/2022,3
1,mount sinai view,1.34386088362378,103.768589874738,2,62,99,19/03/2022,3
8,chun tin road,1.3372951848281,103.78431518037,3,22,88,19/03/2022,3
31,de souza avenue,1.34569360134293,103.769862628576,3,22,88,19/03/2022,3
5,jalan jurong kechil,1.34443545663216,103.769846922912,3,22,88,19/03/2022,3
3,jalan jurong kechil(charisma view),1.34325197039184,103.767733110112,3,22,88,19/03/2022,3
4,jalan jurong kechil(sherwood condominium),1.34554952442573,103.768144066626,3,22,88,19/03/2022,3
11,jalan jurong kechil(the hillford),1.34330642786718,103.768846834849,3,22,88,19/03/2022,3
1,jalan layang layang,1.34326986460541,103.769189383043,3,22,88,19/03/2022,3
4,jalan rajawali(chateau),1.35132608158852,103.931478803668,3,22,88,19/03/2022,3
1,jalan rajawali(grand regency),1.34295026529862,103.768245398461,3,22,88,19/03/2022,3
1,jalan rajawali(palm residence),1.34326986460541,103.769189383043,3,22,88,19/03/2022,3
1,jalan rajawali(regis mansions),1.34052381589455,103.767183437802,3,22,88,19/03/2022,3
3,jalan selantingselantinggreen),1.31423284539755,103.783232610158,3,22,88,19/03/2022,3
1,lorong pisang emas,1.31250640626748,103.782747099024,3,22,88,19/03/2022,3
2,lorong pisang hijau,1.3595387942065,103.86390327425,3,22,88,19/03/2022,3
1,lorong pisang raja,1.36108878039683,103.864022838471,3,22,88,19/03/2022,3
6,toh tuck road(signature park),1.42650825575037,103.796181949046,3,22,88,19/03/2022,3
5,yuk tong avenue,1.3422866369732,103.773650566483,3,22,88,19/03/2022,3
2,chun tin road,1.3372951848281,103.78431518037,4,3,46,19/03/2022,3
2,upper bukit timah view,1.30897047389239,103.762012898173,4,3,46,19/03/2022,3
32,upper bukit timah view(bukit regency),1.36573055785801,103.862098359582,4,3,46,19/03/2022,3
10,yuk tong avenue,1.3422866369732,103.773650566483,4,3,46,19/03/2022,3
2,berwick drive,1.35886537664094,103.862500359906,5,15,31,19/03/2022,3
4,blandford drive,1.33698149844588,103.769107734287,5,15,31,19/03/2022,3
3,bloxhome drive,1.342829214176,103.773540337785,5,15,31,19/03/2022,3
1,bodmin drive,1.30960601605573,103.760954311628,5,15,31,19/03/2022,3
9,braemar drive,1.33559320706152,103.768292046444,5,15,31,19/03/2022,3
7,brockhampton drive,1.33692436513775,103.903524603841,5,15,31,19/03/2022,3
1,chartwell drive,1.33473971733041,103.767247827756,5,15,31,19/03/2022,3
4,corfe place,1.33718283330806,103.768057885556,5,15,31,19/03/2022,3
14,jalan mas kuning,1.35930425715982,103.862811656404,6,6,28,19/03/2022,3
1,jalan mas puteh,1.30873337321018,103.764726155757,6,6,28,19/03/2022,3
3,mas kuning terrace,1.36002845030959,103.86055497944,6,6,28,19/03/2022,3
8,taman mas merah,1.30824930877094,103.764903536904,6,6,28,19/03/2022,3
2,west coast walk,1.42773187485332,103.793625057871,6,6,28,19/03/2022,3
4,eng kong crescent,1.33855314993997,103.771497314858,7,10,25,19/03/2022,3
2,eng kong garden,1.45933239084628,103.80657939759,7,10,25,19/03/2022,3
3,eng kong place,1.42920597374185,103.79540833238,7,10,25,19/03/2022,3
4,eng kong road,1.45140280432158,103.803842821192,7,10,25,19/03/2022,3
7,eng kong terrace,1.45102884751148,103.780200466877,7,10,25,19/03/2022,3
5,lorong kismis,1.44994270251126,103.791982387703,7,10,25,19/03/2022,3
19,kaki bukit industrial terrace,1.33645990991898,103.768906484256,8,4,22,19/03/2022,3
3,kaki bukit road 1,1.44975230886478,103.791949937781,8,4,22,19/03/2022,3
1,senoko south road,1.34732433078393,103.890687115542,9,8,22,19/03/2022,3
9,woodlands sector 1,1.3542003868661,103.895191493305,9,8,22,19/03/2022,3
5,woodlands terrace,1.31987664656565,103.781130442617,9,8,22,19/03/2022,3
7,woodlands walk,1.31563879817135,103.782403081503,9,8,22,19/03/2022,3
2,woodlands drive 16(blk 541),1.36837474759489,103.849151113749,10,12,17,19/03/2022,3
1,woodlands drive 16(blk 542),1.42861439008497,103.794717960696,10,12,17,19/03/2022,3
1,woodlands drive 16(blk 546),1.36797705108684,103.849264839398,10,12,17,19/03/2022,3
1,woodlands drive 16(blk 585),1.35370313485788,103.890680820842,10,12,17,19/03/2022,3
2,woodlands drive 16(blk 586),1.42774541328112,103.795127473119,10,12,17,19/03/2022,3
3,woodlands drive 16(blk 588),1.3325814400579,103.880980331304,10,12,17,19/03/2022,3
3,woodlands drive 16(blk 589),1.34004658950475,103.770121496506,10,12,17,19/03/2022,3
4,woodlands drive 17,1.34228021755455,103.775055813408,10,12,17,19/03/2022,3
15,kranji road,1.33276527130312,103.902675780641,11,5,15,19/03/2022,3
1,lorong kismis,1.44994270251126,103.791982387703,12,9,13,19/03/2022,3
5,toh tuck road,1.44554843131894,103.799404524681,12,9,13,19/03/2022,3
2,toh tuck road(high oak condominium),1.33904654811642,103.771587753402,12,9,13,19/03/2022,3
2,toh tuck road(the creek @ bukit),1.36849381331647,103.89911767534,12,9,13,19/03/2022,3
3,toh yi road,1.44435697271584,103.799119701865,12,9,13,19/03/2022,3
3,kwong avenue,1.33781826306472,103.77051775048,13,10,12,19/03/2022,3
1,macpherson road,1.39825531783982,103.904753996381,13,10,12,19/03/2022,3
2,phuay hee avenue,1.33583470103276,103.748281616371,13,10,12,19/03/2022,3
2,siak kew avenue,1.44409699510211,103.80040459108,13,10,12,19/03/2022,3
4,siang kuang avenue,1.32915444523866,103.869979972475,13,10,12,19/03/2022,3
12,north coast avenue,1.44537252441166,103.798967848103,14,11,12,19/03/2022,3
1,defu avenue 1,1.36660045321147,103.855578790668,15,6,11,19/03/2022,3
3,defu lane 9,1.3662010408294,103.857200967235,15,6,11,19/03/2022,3
7,defu lane 10,1.36747901420817,103.855967139125,15,6,11,19/03/2022,3
1,hougang avenue 3(blk 338),1.3199424029591,103.779548414145,16,8,9,19/03/2022,3
6,hougang avenue 7,1.36995099247833,103.872312299228,16,8,9,19/03/2022,3
2,hougang avenue 7(evergreen park),1.31863081799085,103.780686822116,16,8,9,19/03/2022,3
2,woodlands industrial park e4,1.34713474066852,103.770939376989,17,4,9,19/03/2022,3
7,woodlands industrial park e5,1.31901828884647,103.779333675919,17,4,9,19/03/2022,3
4,holland road(allsworth park),1.38254440693121,103.826720606732,18,2,8,19/03/2022,3
1,holland road(quinterra),1.37334635014911,103.8364593481,18,2,8,19/03/2022,3
1,pandan valley(bauhinia terrace),1.42801904350872,103.793053953282,18,2,8,19/03/2022,3
1,pandan valley(chempaka court),1.36738923192236,103.873635517365,18,2,8,19/03/2022,3
1,pandan valley(eugenia court),1.36817376241157,103.857520553516,18,2,8,19/03/2022,3
4,serangoon north ave 1,1.36645063324257,103.872110832451,19,7,8,19/03/2022,3
2,serangoon north avenue 1(blk 125),1.36725606646986,103.874813498992,19,7,8,19/03/2022,3
1,serangoon north avenue 1(blk 142),1.44337046612204,103.802406420773,19,7,8,19/03/2022,3
1,serangoon north avenue 2(blk 135),1.32785578389017,103.939708785127,19,7,8,19/03/2022,3
7,tagore lane,1.32162720092152,103.823497961309,20,2,7,19/03/2022,3
6,angklong lane(faber garden condominium),1.34572728320792,103.711027373165,21,4,6,19/03/2022,3
3,dunearn road(gardenvista),1.34556066137177,103.764302214945,22,4,5,19/03/2022,3
2,dunearn road(jardin),1.32873209080211,103.693800439232,22,4,5,19/03/2022,3
1,jalan hiboran,1.34600218842428,103.70418922292,23,3,5,19/03/2022,3
1,jalan kemajuan,1.34486489552662,103.703395356177,23,3,5,19/03/2022,3
2,jalan muhibbah,1.33831328062897,103.902069230502,23,3,5,19/03/2022,3
1,jalan mulia,1.33106490794624,103.689456689759,23,3,5,19/03/2022,3
5,kaki bukit road 3,1.35057364770509,103.695465764302,24,2,5,19/03/2022,3
5,old choa chu kang road,1.43212667045772,103.75536543829,25,4,5,19/03/2022,3
5,penjuru place,1.44509125244238,103.81807503418,26,4,5,19/03/2022,3
5,seletar north link,1.36194304732652,103.830183411155,27,4,5,19/03/2022,3
5,toh guan road east,1.32500585270826,103.93295435009,28,4,5,19/03/2022,3
1,woodlands avenue 6(blk 789),1.31944053717385,103.854371519518,29,4,5,19/03/2022,3
1,woodlands crescent(blk 787e),1.44492134030396,103.80229706643,29,4,5,19/03/2022,3
1,woodlands drive 72(blk 794),1.44411840891704,103.804444768882,29,4,5,19/03/2022,3
2,woodlands drive 72(woodsvale),1.42547005593325,103.824969746542,29,4,5,19/03/2022,3
4,bedok north road,1.44635110057387,103.817664303233,30,3,4,19/03/2022,3
2,hougang avenue 7(blk 351),1.37165097598398,103.897957818482,31,3,4,19/03/2022,3
1,hougang avenue 7(blk 353),1.35302664004115,103.882887594334,31,3,4,19/03/2022,3
1,saint xavier's lane,1.37214361496552,103.899515180599,31,3,4,19/03/2022,3
1,jurong west central 1(blk 680b),1.35870641148835,103.89361060882,32,3,4,19/03/2022,3
2,jurong west street 64(blk 676b),1.32980527571515,103.695911616257,32,3,4,19/03/2022,3
1,jurong west street 64(blk 678d),1.33162922982743,103.696102033442,32,3,4,19/03/2022,3
2,lorong ah soo(blk 138),1.38811525760851,103.866609163291,33,3,4,19/03/2022,3
1,lorong ah soo(blk 139),1.33933394041963,103.767330021841,33,3,4,19/03/2022,3
1,lorong ah soo(blk 142),1.37173981118278,103.898999982217,33,3,4,19/03/2022,3
1,redhill close(blk 89),1.32502427886167,103.854232129189,34,3,4,19/03/2022,3
3,redhill close(blk 90),1.31581802950221,103.734997961872,34,3,4,19/03/2022,3
1,sembawang close(blk 320),1.32925623900667,103.979681515394,35,3,4,19/03/2022,3
1,sembawang close(blk 323),1.44259053811125,103.798580788565,35,3,4,19/03/2022,3
1,sembawang close(blk 329),1.32528558701147,103.852835009842,35,3,4,19/03/2022,3
1,sembawang close(blk 339b),1.44801595683776,103.817560653972,35,3,4,19/03/2022,3
1,balestier road,1.32891558225172,103.940528728774,36,2,3,19/03/2022,3
1,balestier road(ritz mansion),1.33065454769523,103.938496275607,36,2,3,19/03/2022,3
1,lorong limau(blk 76),1.34610032788017,103.759754669015,36,2,3,19/03/2022,3
1,bedok north road(blk 81),1.3606466042617,103.863715234671,37,1,3,19/03/2022,3
1,bedok north road(blk 117),1.30984270610085,103.896599466454,37,1,3,19/03/2022,3
1,bedok north road(blk 124),1.39350981217359,103.909106562659,37,1,3,19/03/2022,3
3,bukit batok street 25(blk 288c),1.39472186392182,103.909873807721,38,3,3,19/03/2022,3
1,butterworth lane(butterworth 8),1.39539733228908,103.910033984669,39,2,3,19/03/2022,3
1,dunman road(questa @ dunman),1.31169308156397,103.896306665361,39,2,3,19/03/2022,3
1,ipoh lane(38 i suites),1.30903703924735,103.852847667323,39,2,3,19/03/2022,3
2,chander road(blk 668),1.32925881944574,103.939046430321,40,2,3,19/03/2022,3
1,klang lane(blk 672b),1.33001333193254,103.795656630802,40,2,3,19/03/2022,3
2,clementi west street 2(blk 706),1.30761194155051,103.761376368247,41,3,3,19/03/2022,3
1,west coast road(blk 701),1.30758124026887,103.851478219734,41,3,3,19/03/2022,3
1,edgedale plains(blk 109a),1.36974568769699,103.898840992104,42,2,3,19/03/2022,3
1,edgedale plains(blk 122a),1.32956092364586,103.794559353704,42,2,3,19/03/2022,3
1,punggol field(blk 110c),1.37867070821171,103.768538440957,42,2,3,19/03/2022,3
1,fifth avenue(fifth avenue condominium),1.33064578663321,103.796256777211,43,2,3,19/03/2022,3
1,fourth avenue,1.37720047788648,103.769852814329,43,2,3,19/03/2022,3
1,lemon avenue,1.35113637322024,103.889168968814,43,2,3,19/03/2022,3
2,gangsa road(blk 103),1.3075559256341,103.794443576453,44,2,3,19/03/2022,3
1,pending road(blk 121),1.30796826743788,103.795646469655,44,2,3,19/03/2022,3
1,holland avenue(blk 9),1.35181593598792,103.888448131093,45,2,3,19/03/2022,3
1,holland close(blk 4),1.35076271020557,103.887548072787,45,2,3,19/03/2022,3
1,holland close(blk 30a),1.37606836468819,103.891125310985,45,2,3,19/03/2022,3
1,hougang avenue 1(blk 167),1.37644174470675,103.890133774852,46,3,3,19/03/2022,3
1,hougang avenue 1(blk 171),1.37697211655509,103.888864094008,46,3,3,19/03/2022,3
1,lorong ah soo(blk 133),1.31725956103263,103.761545059068,46,3,3,19/03/2022,3
1,hougang avenue 6(blk 532),1.28543545058099,103.818782583669,47,3,3,19/03/2022,3
1,hougang street 52(blk 535),1.33464078301907,103.847990266882,47,3,3,19/03/2022,3
1,hougang street 52(blk 699a),1.31170457702832,103.629680381966,47,3,3,19/03/2022,3
3,jalan lempeng(regent pk),1.44160746993248,103.801139774256,48,3,3,19/03/2022,3
1,kian teck crescent,1.34386088362378,103.768589874738,49,2,3,19/03/2022,3
1,kian teck drive,1.33419193367473,103.758845576093,49,2,3,19/03/2022,3
1,kian teck way,1.41467122566685,103.895761916977,49,2,3,19/03/2022,3
3,tech park crescent,1.2738835418848,103.839003328569,50,2,3,19/03/2022,3
2,toa payoh central(blk 79b),1.33390034057387,103.848854818382,51,3,3,19/03/2022,3
1,toa payoh central(blk 177),1.44528901712634,103.793928766431,51,3,3,19/03/2022,3
1,woodlands avenue 4(blk 756),1.27383556871582,103.839844255368,52,1,3,19/03/2022,3
1,woodlands circle(blk 751),1.30970737767411,103.789099862759,52,1,3,19/03/2022,3
1,woodlands circle(blk 754),1.33978773466446,103.883800804106,52,1,3,19/03/2022,3
1,woodlands avenue 6(blk 718),1.44579252601185,103.793381412902,53,3,3,19/03/2022,3
1,woodlands circle(blk 729),1.44084734957997,103.799421965632,53,3,3,19/03/2022,3
1,woodlands drive 70(blk 717),1.32643266298531,103.893626872544,53,3,3,19/03/2022,3
2,woodlands street 82(blk 880),1.38757752356947,103.863804004966,54,3,3,19/03/2022,3
1,woodlands street 82(blk 881),1.40134655668703,103.745990615944,54,3,3,19/03/2022,3
1,bunga rampai place,1.44509002890707,103.794198948112,55,2,2,19/03/2022,3
1,shaw road,1.34420596596672,103.878178442455,55,2,2,19/03/2022,3
1,cantonment close(blk 17),1.30940810453696,103.788085613356,56,2,2,19/03/2022,3
1,cantonment close(blk 19),1.31212237727812,103.894663569402,56,2,2,19/03/2022,3
1,ghim moh road(blk 13),1.37332612525415,103.895386227354,57,2,2,19/03/2022,3
1,ghim moh road(blk 16),1.30676076028652,103.762363136976,57,2,2,19/03/2022,3
1,hougang avenue 10(blk 408),1.37235645075277,103.894968078036,58,1,2,19/03/2022,3
1,hougang avenue 10(blk 463),1.36953201751479,103.892819330262,58,1,2,19/03/2022,3
1,hougang central(blk 853),1.32689935135599,103.70334263491,59,2,2,19/03/2022,3
1,jalan naung,1.33969365989339,103.693915380547,59,2,2,19/03/2022,3
1,"jalan batu(blk 7, 9)",1.3397332157817,103.694494312117,60,1,2,19/03/2022,3
1,"jalan batu(blk 7, 9)",1.3397332157817,103.694494312117,60,1,2,19/03/2022,3
1,jurong west street 93(blk 977),1.40817416514306,103.759578236498,61,2,2,19/03/2022,3
1,jurong west street 93(blk 979),1.36928326720905,103.894071080721,61,2,2,19/03/2022,3
2,kaki bukit avenue 3,1.33362172764796,103.941297342188,62,2,2,19/03/2022,3
2,mandai estate,1.35090347766615,103.931049949489,63,2,2,19/03/2022,3
2,neythal road,1.32159846468451,103.736923103215,64,2,2,19/03/2022,3
1,tampines avenue 8(blk 880),1.31276346405244,103.883518875617,65,2,2,19/03/2022,3
1,tampines street 81(blk 888),1.32189197261167,103.737551593405,65,2,2,19/03/2022,3
1,teban gardens road(blk 54),1.35132608158852,103.931478803668,66,2,2,19/03/2022,3
1,teban gardens road(blk 55),1.432723484346,103.801172745628,66,2,2,19/03/2022,3
1,woodlands avenue 5(bellewoods),1.43168513269433,103.799162887217,67,2,2,19/03/2022,3
1,woodlands drive 16(forestville),1.43780529526113,103.792896090852,67,2,2,19/03/2022,3
1,woodlands drive 50(blk 889b),1.43781260724005,103.79240942154,68,1,2,19/03/2022,3
1,woodlands drive 50(blk 889c),1.30746905285409,103.797186718241,68,1,2,19/03/2022,3
1,woodlands drive 62(blk (682a),1.44031862988978,103.803284675318,69,2,2,19/03/2022,3
1,woodlands drive 73(blk 682d),1.44381513960749,103.807945069315,69,2,2,19/03/2022,3
1,woodlands drive 75(blk 688e),1.44096063753942,103.804726530731,70,2,2,19/03/2022,3
1,woodlands drive 75(blk 689e),1.44392045317552,103.808674247275,70,2,2,19/03/2022,3
1,woodlands street 41(blk 406),1.42940389596979,103.772728145323,71,2,2,19/03/2022,3
1,woodlands street 41(blk 411),1.42851421590436,103.772819923302,71,2,2,19/03/2022,3
180,woodlands drive 17,1.34228021755455,103.775055813408,1,22,180,29/03/2022,3
1,grove crescent,1.31567328932115,103.781178037015,2,51,151,29/03/2022,3
4,grove drive,1.31461476672549,103.78143191715,2,51,151,29/03/2022,3
1,grove lane,1.31367886850657,103.784155201435,2,51,151,29/03/2022,3
10,holland grove drive,1.31411312901179,103.780249286696,2,51,151,29/03/2022,3
