Number of Cases,Street Address,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,edgefield plains(blk 178),190,5,5,05/06/2022,6
1,edgefield plains(blk 182),190,5,5,05/06/2022,6
1,edgefield plains(blk 184),190,5,5,05/06/2022,6
1,hendry close,191,3,5,05/06/2022,6
2,highland road(highland condominium),191,3,5,05/06/2022,6
2,kovan close,191,3,5,05/06/2022,6
4,hua guan avenue,192,4,5,05/06/2022,6
1,hua guan crescent,192,4,5,05/06/2022,6
4,jalan riang,193,3,5,05/06/2022,6
1,jalan sukachita,193,3,5,05/06/2022,6
2,lew lian vale(jade residences),194,3,5,05/06/2022,6
1,serangoon avenue 1(blk 408),194,3,5,05/06/2022,6
1,serangoon central(blk 411),194,3,5,05/06/2022,6
1,serangoon central(blk 419),194,3,5,05/06/2022,6
2,margaret drive,195,4,5,05/06/2022,6
1,margaret drive(blk 30),195,4,5,05/06/2022,6
1,margaret drive(blk 33),195,4,5,05/06/2022,6
1,margaret drive(blk 39a),195,4,5,05/06/2022,6
5,neythal road(near to pioneer road north),196,4,5,05/06/2022,6
3,pasir panjang hill,197,3,5,05/06/2022,6
1,pasir panjang road(the maylea),197,3,5,05/06/2022,6
1,zehnder road,197,3,5,05/06/2022,6
1,pasir ris street 13(blk 147),198,4,5,05/06/2022,6
1,pasir ris street 13(blk 148),198,4,5,05/06/2022,6
2,pasir ris street 13(blk 150),198,4,5,05/06/2022,6
1,pasir ris street 13(blk 158),198,4,5,05/06/2022,6
2,rivervale crescent(blk 157a),199,4,5,05/06/2022,6
1,rivervale crescent(blk 157c),199,4,5,05/06/2022,6
1,rivervale crescent(blk 157d),199,4,5,05/06/2022,6
1,rivervale crescent(blk 158c),199,4,5,05/06/2022,6
1,serangoon avenue 3(blk 333),200,3,5,05/06/2022,6
2,serangoon avenue 3(blk 334),200,3,5,05/06/2022,6
2,serangoon avenue 3(blk 335),200,3,5,05/06/2022,6
1,sin ming avenue(blk 441),201,4,5,05/06/2022,6
1,sin ming avenue(blk 442),201,4,5,05/06/2022,6
1,sin ming avenue(blk 450),201,4,5,05/06/2022,6
1,sin ming avenue(blk 452),201,4,5,05/06/2022,6
1,sin ming avenue(blk 454),201,4,5,05/06/2022,6
4,tan sim boh road,202,3,5,05/06/2022,6
1,thomson road,202,3,5,05/06/2022,6
3,west coast crescent(seahill),203,3,5,05/06/2022,6
1,west coast crescent(west bay condominium),203,3,5,05/06/2022,6
1,west coast crescent(westcove condominium),203,3,5,05/06/2022,6
2,yuan ching road(lakeside apartments),204,3,5,05/06/2022,6
1,yuan ching road(lakeside tower),204,3,5,05/06/2022,6
2,yuan ching road(park view mansion),204,3,5,05/06/2022,6
1,aljunied road(avant residences),205,2,4,05/06/2022,6
1,geylang road,205,2,4,05/06/2022,6
1,lorong 25a geylang,205,2,4,05/06/2022,6
1,lorong 27a geylang(sims green),205,2,4,05/06/2022,6
4,anchorvale crescent(bellewaters),206,4,4,05/06/2022,6
1,ang mo kio avenue 1(blk 206),207,3,4,05/06/2022,6
2,ang mo kio avenue 1(blk 216),207,3,4,05/06/2022,6
1,ang mo kio avenue 1(blk 219),207,3,4,05/06/2022,6
2,ang mo kio avenue 1(blk 333),208,4,4,05/06/2022,6
1,ang mo kio avenue 1(blk 335),208,4,4,05/06/2022,6
1,ang mo kio street 32(blk 350),208,4,4,05/06/2022,6
4,ang mo kio avenue 2(the panorama),209,4,4,05/06/2022,6
1,bedok north drive(bedok residences),210,3,4,05/06/2022,6
1,bedok north street 1(blk 202),210,3,4,05/06/2022,6
1,bedok north street 1(blk 205),210,3,4,05/06/2022,6
1,chai chee avenue(blk 39),210,3,4,05/06/2022,6
1,bedok reservoir road(blk 722),211,3,4,05/06/2022,6
3,bedok reservoir road(waterfront isle),211,3,4,05/06/2022,6
1,boon lay avenue(blk 183a),212,2,4,05/06/2022,6
1,boon lay avenue(blk 217),212,2,4,05/06/2022,6
1,boon lay avenue(blk 218a),212,2,4,05/06/2022,6
1,boon lay drive(blk 181b),212,2,4,05/06/2022,6
1,bukit batok east avenue 3(blk 278),213,3,4,05/06/2022,6
1,bukit batok east avenue 3(blk 281),213,3,4,05/06/2022,6
2,bukit batok east avenue 3(blk 283),213,3,4,05/06/2022,6
2,bukit batok street 24(blk 290b),214,4,4,05/06/2022,6
1,bukit batok street 24(blk 290g),214,4,4,05/06/2022,6
1,bukit batok street 24(blk 291c),214,4,4,05/06/2022,6
1,bukit timah road,215,2,4,05/06/2022,6
3,cavenagh road(townhouse apartments),215,2,4,05/06/2022,6
2,buangkok crescent(blk 979b),216,3,4,05/06/2022,6
1,buangkok crescent(blk 980b),216,3,4,05/06/2022,6
1,buangkok green(blk 987c),216,3,4,05/06/2022,6
1,buangkok crescent(blk 985b),217,4,4,05/06/2022,6
1,buangkok crescent(blk 986a),217,4,4,05/06/2022,6
2,buangkok link(blk 984c),217,4,4,05/06/2022,6
3,changi road,218,2,4,05/06/2022,6
1,kampong eunos(le reve),218,2,4,05/06/2022,6
2,clementi avenue 2(blk 365),219,3,4,05/06/2022,6
2,clementi avenue 2(blk 366),219,3,4,05/06/2022,6
2,depot road(the interlace),220,3,4,05/06/2022,6
2,preston road,220,3,4,05/06/2022,6
2,duku road,221,2,4,05/06/2022,6
1,lorong stangee,221,2,4,05/06/2022,6
1,pulasan road,221,2,4,05/06/2022,6
3,fajar road(blk 407),222,3,4,05/06/2022,6
1,fajar road(blk 408),222,3,4,05/06/2022,6
1,fernhill crescent,223,3,4,05/06/2022,6
1,orange grove road(orange grove residences),223,3,4,05/06/2022,6
1,orange grove road(the orange grove),223,3,4,05/06/2022,6
1,walshe road(chelsea gardens),223,3,4,05/06/2022,6
3,flora drive(carissa park condominium),224,4,4,05/06/2022,6
1,flora road(azalea park condominium),224,4,4,05/06/2022,6
1,french road(blk 802),225,3,4,05/06/2022,6
2,french road(blk 811),225,3,4,05/06/2022,6
1,jellicoe road(blk 813),225,3,4,05/06/2022,6
2,geylang serai(blk 2a),226,3,4,05/06/2022,6
2,geylang serai(blk 2d),226,3,4,05/06/2022,6
1,henderson road(blk 93),227,4,4,05/06/2022,6
1,henderson road(blk 95b),227,4,4,05/06/2022,6
1,henderson road(blk 95c),227,4,4,05/06/2022,6
1,redhill lane(blk 83),227,4,4,05/06/2022,6
2,hougang avenue 3(blk 249),228,2,4,05/06/2022,6
1,hougang avenue 3(blk 254),228,2,4,05/06/2022,6
1,hougang street 22(blk 244),228,2,4,05/06/2022,6
1,hougang avenue 8(blk 671),229,4,4,05/06/2022,6
1,hougang avenue 8(blk 674),229,4,4,05/06/2022,6
1,hougang avenue 8(blk 675),229,4,4,05/06/2022,6
1,hougang avenue 8(blk 678),229,4,4,05/06/2022,6
1,hougang street 32(blk 377a),230,3,4,05/06/2022,6
3,hougang street 32(blk 377b),230,3,4,05/06/2022,6
2,jalan anak bukit,231,3,4,05/06/2022,6
2,jalan anak bukit(sherwood towers),231,3,4,05/06/2022,6
1,jalan batu(blk 4),232,3,4,05/06/2022,6
1,jalan batu(blk 6),232,3,4,05/06/2022,6
1,jalan batu(blk 10),232,3,4,05/06/2022,6
1,kampong arang road(blk 14),232,3,4,05/06/2022,6
4,jalan kechubong,233,2,4,05/06/2022,6
2,jalan kuras,234,3,4,05/06/2022,6
2,sembawang hills drive,234,3,4,05/06/2022,6
1,jalan redop,235,4,4,05/06/2022,6
1,seletar crescent,235,4,4,05/06/2022,6
1,seletar road(seletar park residence),235,4,4,05/06/2022,6
1,seletar road(the greenwich),235,4,4,05/06/2022,6
3,jalan rindu,236,3,4,05/06/2022,6
1,lorong gambir,236,3,4,05/06/2022,6
1,jurong east street 24(blk 245),237,3,4,05/06/2022,6
1,jurong east street 24(blk 248),237,3,4,05/06/2022,6
1,jurong east street 24(blk 250),237,3,4,05/06/2022,6
1,jurong east street 24(blk 251),237,3,4,05/06/2022,6
1,jurong west avenue 1(blk 442),238,3,4,05/06/2022,6
1,jurong west avenue 1(blk 452),238,3,4,05/06/2022,6
1,jurong west street 42(blk 447),238,3,4,05/06/2022,6
1,jurong west street 42(blk 506a),238,3,4,05/06/2022,6
1,jurong west street 64(blk 662a),239,3,4,05/06/2022,6
1,jurong west street 64(blk 662b),239,3,4,05/06/2022,6
2,jurong west street 65(blk 659d),239,3,4,05/06/2022,6
1,jurong west street 73(blk 748),240,4,4,05/06/2022,6
2,jurong west street 74(blk 752),240,4,4,05/06/2022,6
1,jurong west street 74(blk 753),240,4,4,05/06/2022,6
1,jurong west street 81(blk 810),241,3,4,05/06/2022,6
1,jurong west street 81(blk 823),241,3,4,05/06/2022,6
2,jurong west street 81(blk 854),241,3,4,05/06/2022,6
1,kian teck avenue,242,3,4,05/06/2022,6
3,kian teck lane,242,3,4,05/06/2022,6
4,kranji link,243,3,4,05/06/2022,6
1,lorong 2 toa payoh(blk 84),244,4,4,05/06/2022,6
2,lorong 2 toa payoh(blk 86),244,4,4,05/06/2022,6
1,toa payoh central(blk 79b),244,4,4,05/06/2022,6
1,lorong 28 geylang(atrium residences),245,2,4,05/06/2022,6
1,lorong 29 geylang,245,2,4,05/06/2022,6
2,lorong 32 geylang(case emerald),245,2,4,05/06/2022,6
1,lorong 7 toa payoh(blk 2),246,4,4,05/06/2022,6
2,lorong 7 toa payoh(blk 4),246,4,4,05/06/2022,6
1,lorong 8 toa payoh(blk 225),246,4,4,05/06/2022,6
4,mandai estate,247,4,4,05/06/2022,6
1,mount sinai lane,248,4,4,05/06/2022,6
3,mount sinai road,248,4,4,05/06/2022,6
1,northshore drive(blk 408b),249,3,4,05/06/2022,6
1,northshore drive(blk 409b),249,3,4,05/06/2022,6
1,northshore drive(blk 409c),249,3,4,05/06/2022,6
1,northshore drive(blk 421a),249,3,4,05/06/2022,6
4,rhu cross(costa rhu),250,3,4,05/06/2022,6
2,rivervale drive(blk 121a),251,3,4,05/06/2022,6
2,rivervale drive(blk 122e),251,3,4,05/06/2022,6
1,serangoon avenue 2(blk 321),252,2,4,05/06/2022,6
1,serangoon avenue 3(blk 322),252,2,4,05/06/2022,6
1,serangoon avenue 3(blk 323),252,2,4,05/06/2022,6
1,serangoon avenue 3(blk 327),252,2,4,05/06/2022,6
4,sunset way,253,4,4,05/06/2022,6
1,tampines avenue 9(blk 604a),254,3,4,05/06/2022,6
1,tampines north drive 1(blk 608c),254,3,4,05/06/2022,6
1,tampines street 61(blk 605b),254,3,4,05/06/2022,6
1,tampines street 61(blk 605d),254,3,4,05/06/2022,6
2,tampines central 7(blk 524b),255,2,4,05/06/2022,6
2,tampines central 7(the tampines trilliant),255,2,4,05/06/2022,6
3,woodlands drive 75(blk 688e),256,4,4,05/06/2022,6
1,woodlands drive 75(blk 690a),256,4,4,05/06/2022,6
2,woodlands street 41(blk 437),257,3,4,05/06/2022,6
1,woodlands street 41(blk 416),257,3,4,05/06/2022,6
1,woodgrove walk,257,3,4,05/06/2022,6
1,yishun street 31,258,3,4,05/06/2022,6
1,yishun street 31(blk 333c),258,3,4,05/06/2022,6
1,yishun street 31(blk 334c),258,3,4,05/06/2022,6
1,yishun street 32(blk 333a),258,3,4,05/06/2022,6
1,yishun street 81(blk 824),259,3,4,05/06/2022,6
1,yishun street 81(blk 832),259,3,4,05/06/2022,6
1,yishun street 81(blk 852),259,3,4,05/06/2022,6
1,yishun street 81(blk 874),259,3,4,05/06/2022,6
1,admiralty drive(blk 468d),260,2,3,05/06/2022,6
1,sembawang drive(blk 470),260,2,3,05/06/2022,6
1,sembawang drive(blk 480),260,2,3,05/06/2022,6
1,allamanda grove,261,2,3,05/06/2022,6
2,sixth avenue,261,2,3,05/06/2022,6
1,ang mo kio avenue 1(blk 320),262,2,3,05/06/2022,6
1,ang mo kio avenue 1(blk 321),262,2,3,05/06/2022,6
1,ang mo kio street 31(blk 315a),262,2,3,05/06/2022,6
1,ang mo kio ave 3(blk 230),263,3,3,05/06/2022,6
1,ang mo kio ave 3(blk 232),263,3,3,05/06/2022,6
1,ang mo kio ave 3(blk 235),263,3,3,05/06/2022,6
2,ang mo kio avenue 3(blk 422),264,2,3,05/06/2022,6
1,ang mo kio avenue 3(blk 424),264,2,3,05/06/2022,6
1,angklong lane(faber garden condominium),265,3,3,05/06/2022,6
2,sin ming walk(the gardens at bishan),265,3,3,05/06/2022,6
1,ava road(ava tower),266,2,3,05/06/2022,6
1,balestier road,266,2,3,05/06/2022,6
1,balestier road(scenic heights),266,2,3,05/06/2022,6
1,balestier road(twin heights),267,2,3,05/06/2022,6
1,jalan ampas(ampas apartments),267,2,3,05/06/2022,6
1,jalan ampas(balestier regency),267,2,3,05/06/2022,6
2,balmoral road,268,2,3,05/06/2022,6
1,balmoral road(balmoral tower),268,2,3,05/06/2022,6
1,bangkit road(blk 254),269,3,3,05/06/2022,6
2,bangkit road(blk 257),269,3,3,05/06/2022,6
1,bedok north street 3(blk 537),270,3,3,05/06/2022,6
1,bedok north street 3(blk 540),270,3,3,05/06/2022,6
1,bedok north street 3(blk 541),270,3,3,05/06/2022,6
1,bedok reservoir road(archipelago),271,2,3,05/06/2022,6
2,bedok reservoir road(blk 703),271,2,3,05/06/2022,6
1,beo crescent(blk 40),272,2,3,05/06/2022,6
1,havelock road(blk 52),272,2,3,05/06/2022,6
1,jalan klinik(blk 30),272,2,3,05/06/2022,6
1,buckley road,273,3,3,05/06/2022,6
1,gilstead road(the armadale),273,3,3,05/06/2022,6
1,newton road,273,3,3,05/06/2022,6
1,canberra crescent(blk 119b),274,2,3,05/06/2022,6
1,canberra crescent(blk 130a),274,2,3,05/06/2022,6
1,canberra street(blk 128c),274,2,3,05/06/2022,6
2,cashew road(cashew heights),275,2,3,05/06/2022,6
1,gangsa road(blk 152),275,2,3,05/06/2022,6
1,changi road,276,3,3,05/06/2022,6
1,frankel terrace,276,3,3,05/06/2022,6
1,jalan kembangan(the trumps),276,3,3,05/06/2022,6
1,choa chu kang avenue 3(blk 470),277,2,3,05/06/2022,6
1,choa chu kang avenue 3(blk 472),277,2,3,05/06/2022,6
1,choa chu kang avenue 4(blk 464),277,2,3,05/06/2022,6
1,choa chu kang north 5(blk 757),278,2,3,05/06/2022,6
2,choa chu kang street 52(blk 542),278,2,3,05/06/2022,6
1,compassvale crescent(blk 286b),279,2,3,05/06/2022,6
1,compassvale crescent(blk 287c),279,2,3,05/06/2022,6
1,compassvale crescent(blk 290b),279,2,3,05/06/2022,6
3,compassvale road(the luxurie),280,3,3,05/06/2022,6
1,delta avenue(blk 2),281,2,3,05/06/2022,6
1,delta avenue(blk 3),281,2,3,05/06/2022,6
1,indus road(blk 77),281,2,3,05/06/2022,6
1,depot road(blk 102a),282,2,3,05/06/2022,6
1,depot road(blk 104a),282,2,3,05/06/2022,6
1,depot road(blk 106a),282,2,3,05/06/2022,6
1,devonshire road(one devonshire),283,2,3,05/06/2022,6
1,killiney road,283,2,3,05/06/2022,6
1,saint thomas walk(saint thomas suites),283,2,3,05/06/2022,6
1,dover crescent(blk 20),284,3,3,05/06/2022,6
1,dover crescent(blk 23),284,3,3,05/06/2022,6
1,dover crescent(blk 28d),284,3,3,05/06/2022,6
3,edgedale plains(the amore),285,3,3,05/06/2022,6
1,fulton road,286,2,3,05/06/2022,6
1,sing ming avenue(blk 403),286,2,3,05/06/2022,6
1,sing ming avenue(blk 407),286,2,3,05/06/2022,6
1,haig road(blk 3),287,2,3,05/06/2022,6
1,haig road(blk 22),287,2,3,05/06/2022,6
1,ipoh lane(versilia on haig),287,2,3,05/06/2022,6
1,hougang avenue 1(blk 101),288,2,3,05/06/2022,6
1,hougang avenue 1(blk 106),288,2,3,05/06/2022,6
1,hougang avenue 1(blk 108),288,2,3,05/06/2022,6
1,hougang avenue 2,289,2,3,05/06/2022,6
2,hougang avenue 2(blk 710),289,2,3,05/06/2022,6
1,hougang street 21(blk 220),290,2,3,05/06/2022,6
2,surin avenue,290,2,3,05/06/2022,6
1,jalan bahagia(blk 41),291,2,3,05/06/2022,6
1,jalan rajah(blk 107),291,2,3,05/06/2022,6
1,jalan rajah(blk 108),291,2,3,05/06/2022,6
1,jalan lateh,292,2,3,05/06/2022,6
2,lorong selangat,292,2,3,05/06/2022,6
1,jalan tenteram(blk 16),293,2,3,05/06/2022,6
1,jalan tenteram(blk 20),293,2,3,05/06/2022,6
1,jalan tenteram(blk 116b),293,2,3,05/06/2022,6
1,jurong east street 21(blk 210),294,3,3,05/06/2022,6
1,jurong east street 21(blk 211),294,3,3,05/06/2022,6
1,jurong east street 21(blk 216),294,3,3,05/06/2022,6
1,jurong west street 64(blk 669d),295,2,3,05/06/2022,6
1,jurong west street 65(blk 671c),295,2,3,05/06/2022,6
1,jurong west street 65(blk 674b),295,2,3,05/06/2022,6
1,jurong west street 65(blk 628),296,3,3,05/06/2022,6
1,jurong west street 65(blk 633),296,3,3,05/06/2022,6
1,jurong west street 65(blk 634),296,3,3,05/06/2022,6
3,kaki bukit road 6,297,2,3,05/06/2022,6
1,kim keat link(blk 241),298,2,3,05/06/2022,6
1,kim keat link(blk 246),298,2,3,05/06/2022,6
1,kim keat link(blk 247),298,2,3,05/06/2022,6
3,kovan road,299,3,3,05/06/2022,6
1,lorong 1 toa payoh(blk 98),300,2,3,05/06/2022,6
1,lorong 3 toa payoh(blk 91),300,2,3,05/06/2022,6
1,lorong 3 toa payoh(blk 96),300,2,3,05/06/2022,6
2,lorong lew lian(blk 1),301,3,3,05/06/2022,6
1,lorong lew lian(blk 4),301,3,3,05/06/2022,6
1,marine crescent(blk 29),302,2,3,05/06/2022,6
1,marine crescent(blk 31),302,2,3,05/06/2022,6
1,marine crescent(blk 35),302,2,3,05/06/2022,6
1,marine terrace(blk 13),303,3,3,05/06/2022,6
1,marine terrace(blk 51),303,3,3,05/06/2022,6
1,marine terrace(blk 53),303,3,3,05/06/2022,6
1,marne road(studios @ marne),304,3,3,05/06/2022,6
1,serangoon road,304,3,3,05/06/2022,6
1,sturdee road(kerrisdale),304,3,3,05/06/2022,6
1,marsiling drive(blk 6),305,1,3,05/06/2022,6
1,marsiling drive(blk 8),305,1,3,05/06/2022,6
1,marsiling drive(blk 11),305,1,3,05/06/2022,6
1,martin road(martin no 38),306,2,3,05/06/2022,6
2,robertson quay(rivergate),306,2,3,05/06/2022,6
3,nassim road,307,3,3,05/06/2022,6
1,pandan gardens(blk 412),308,2,3,05/06/2022,6
1,pandan gardens(blk 414),308,2,3,05/06/2022,6
1,west coast road,308,2,3,05/06/2022,6
1,pasir ris drive 10(blk 649),309,3,3,05/06/2022,6
1,pasir ris drive 10(blk 739),309,3,3,05/06/2022,6
1,pasir ris street 71(blk 741),309,3,3,05/06/2022,6
2,pasir ris street 21(blk 212),310,3,3,05/06/2022,6
1,pasir ris street 21(blk 213),310,3,3,05/06/2022,6
1,potong pasir avenue 1(blk 148),311,2,3,05/06/2022,6
1,potong pasir avenue 2(blk 144),311,2,3,05/06/2022,6
1,potong pasir avenue 2(blk 145),311,2,3,05/06/2022,6
1,rivervale drive(blk 116a),312,2,3,05/06/2022,6
1,rivervale drive(blk 116b),312,2,3,05/06/2022,6
1,rivervale drive(blk 119b),312,2,3,05/06/2022,6
1,rosyth road,313,2,3,05/06/2022,6
2,teow hock avenue,313,2,3,05/06/2022,6
2,serangoon avenue 4(blk 211),314,2,3,05/06/2022,6
1,serangoon avenue 4(blk 212),314,2,3,05/06/2022,6
1,strathmore avenue(blk 61a),315,2,3,05/06/2022,6
1,strathmore avenue(blk 61b),315,2,3,05/06/2022,6
1,strathmore avenue(blk 61c),315,2,3,05/06/2022,6
2,sumang lane(blk 223a),316,3,3,05/06/2022,6
1,sumang lane(blk 231b),316,3,3,05/06/2022,6
1,tagore industrial avenue,317,3,3,05/06/2022,6
2,tagore lane,317,3,3,05/06/2022,6
1,tampines avenue 8(blk 879),318,3,3,05/06/2022,6
2,tampines street 81(blk 888a),318,3,3,05/06/2022,6
1,teck whye lane(blk 18),319,3,3,05/06/2022,6
1,teck whye lane(blk 26),319,3,3,05/06/2022,6
1,teck whye lane(blk 106),319,3,3,05/06/2022,6
1,thomson road,320,2,3,05/06/2022,6
2,thomson road(thomson 800),320,2,3,05/06/2022,6
3,tractor road,321,2,3,05/06/2022,6
3,tuas view close,322,3,3,05/06/2022,6
3,west coast drive(blk 501),323,3,3,05/06/2022,6
3,woodlands industrial park e5,324,2,3,05/06/2022,6
1,woodlands street 31(blk 301),325,3,3,05/06/2022,6
1,woodlands street 31(blk 302),325,3,3,05/06/2022,6
1,woodlands street 31(blk 303),325,3,3,05/06/2022,6
1,yishun avenue 5(blk 706),326,2,3,05/06/2022,6
1,yishun avenue 5(blk 707),326,2,3,05/06/2022,6
1,yishun avenue 5(blk 710),326,2,3,05/06/2022,6
1,yishun street 22(blk 276),327,3,3,05/06/2022,6
2,yishun street 22(blk 279),327,3,3,05/06/2022,6
1,admiralty road(blk 353a),328,2,2,05/06/2022,6
1,canberra road(blk 351d),328,2,2,05/06/2022,6
1,amber road,329,1,2,05/06/2022,6
1,meyer road(aalto),329,1,2,05/06/2022,6
1,ang mo kio avenue 4(blk 255),330,2,2,05/06/2022,6
1,ang mo kio street 21(blk 253),330,2,2,05/06/2022,6
1,ardmore park(ardmore park),331,2,2,05/06/2022,6
1,ardmore park(ardmore residence),331,2,2,05/06/2022,6
1,bedok central(blk 219b,332,2,2,05/06/2022,6
1,bedok central(blk 221c),332,2,2,05/06/2022,6
1,bedok reservoir road(blk 125),333,1,2,05/06/2022,6
1,bedok reservoir road(blk 133),333,1,2,05/06/2022,6
2,bencoolen street,334,1,2,05/06/2022,6
2,boon lay drive(blk 202),335,2,2,05/06/2022,6
1,bukit timah road(the cascadia),336,2,2,05/06/2022,6
1,wilby road(the wilby residence),336,2,2,05/06/2022,6
1,bukit timah road,337,2,2,05/06/2022,6
1,margoliouth road,337,2,2,05/06/2022,6
1,buangkok green(blk 582),338,2,2,05/06/2022,6
1,hougang avenue 4(blk 580),338,2,2,05/06/2022,6
1,choa chu kang avenue 4(blk 423),339,2,2,05/06/2022,6
1,choa chu kang avenue 4(blk 426),339,2,2,05/06/2022,6
1,clementi avenue 3(blk 427),340,2,2,05/06/2022,6
1,clementi avenue 3(blk 428),340,2,2,05/06/2022,6
2,club street,341,2,2,05/06/2022,6
2,college avenue east,342,2,2,05/06/2022,6
1,commonwealth avenue west(blk 413),343,2,2,05/06/2022,6
1,commonwealth avenue west(blk 415),343,2,2,05/06/2022,6
2,commonwealth crescent(blk 102),344,2,2,05/06/2022,6
2,commonweath drive(blk 53),345,2,2,05/06/2022,6
1,compassvale street(blk 251),346,2,2,05/06/2022,6
1,compassvale street(blk 297a),346,2,2,05/06/2022,6
2,edgefield plains(blk 673b),347,2,2,05/06/2022,6
1,eunos crescent(blk 1),348,1,2,05/06/2022,6
1,eunos crescent(blk 34),348,1,2,05/06/2022,6
1,fajar road(blk 419),349,2,2,05/06/2022,6
1,fajar road(blk 440),349,2,2,05/06/2022,6
1,fajar road(blk 453),350,2,2,05/06/2022,6
1,segar road(blk 461),350,2,2,05/06/2022,6
2,farrer park road(blk 11),351,2,2,05/06/2022,6
1,first lok yang road,352,2,2,05/06/2022,6
1,international road,352,2,2,05/06/2022,6
1,geylang bahru(blk 68),353,2,2,05/06/2022,6
1,kallang bahru(blk 66),353,2,2,05/06/2022,6
1,grove avenue,354,2,2,05/06/2022,6
1,grove drive,354,2,2,05/06/2022,6
2,greenwood avenue,355,2,2,05/06/2022,6
1,haig road,356,1,2,05/06/2022,6
1,seraya lane,356,1,2,05/06/2022,6
2,havelock road(river place),357,2,2,05/06/2022,6
1,hillview crescent,358,2,2,05/06/2022,6
1,hillview drive,358,2,2,05/06/2022,6
1,holland avenue(blk 2),359,2,2,05/06/2022,6
1,holland close(blk 1),359,2,2,05/06/2022,6
1,holland grove road,360,2,2,05/06/2022,6
1,moonbeam terrace,360,2,2,05/06/2022,6
1,hougang avenue 10(blk 401),361,1,2,05/06/2022,6
1,hougang avenue 10(blk 415),361,1,2,05/06/2022,6
1,hougang avenue 3(blk 19),362,2,2,05/06/2022,6
1,hougang street 31(blk 371),362,2,2,05/06/2022,6
1,hougang street 91(blk 909),363,2,2,05/06/2022,6
1,hougang street 91(blk 914),363,2,2,05/06/2022,6
1,jelapang road(blk 522),364,1,2,05/06/2022,6
1,jelapang road(blk 525),364,1,2,05/06/2022,6
1,jalan bukit merah(blk 142),365,2,2,05/06/2022,6
1,silat avenue,365,2,2,05/06/2022,6
1,jalan damai(blk 667),366,2,2,05/06/2022,6
1,jalan damai(blk 670),366,2,2,05/06/2022,6
1,jalan kukoh(blk 10),367,2,2,05/06/2022,6
1,jalan minyak(blk 5),367,2,2,05/06/2022,6
1,jalan kurnia,368,2,2,05/06/2022,6
1,rochdale road,368,2,2,05/06/2022,6
1,jalan membina(blk 26a),369,2,2,05/06/2022,6
1,jalan membina(blk 26d),369,2,2,05/06/2022,6
1,jalan pari dedap,370,2,2,05/06/2022,6
1,pari dedap walk(tanamera crest),370,2,2,05/06/2022,6
2,jalan rajah(blk 103),371,2,2,05/06/2022,6
1,jalan wajek,372,2,2,05/06/2022,6
1,wajek walk,372,2,2,05/06/2022,6
1,jurong west avenue 1(blk 487),373,2,2,05/06/2022,6
1,jurong west avenue 1(blk 491),373,2,2,05/06/2022,6
1,jurong west street 24(blk 271b),374,2,2,05/06/2022,6
1,jurong west street 24(blk 271c),374,2,2,05/06/2022,6
1,jurong west street 61(blk 652b),375,2,2,05/06/2022,6
1,jurong west street 61(blk 655a),375,2,2,05/06/2022,6
2,jurong west street 64(blk 661a),376,2,2,05/06/2022,6
1,jurong west street 93(blk 976),377,2,2,05/06/2022,6
1,jurong west street 93(blk 978),377,2,2,05/06/2022,6
1,kalidasa avenue,378,2,2,05/06/2022,6
1,munshi abdullah walk,378,2,2,05/06/2022,6
1,kellock road(melrose park),379,2,2,05/06/2022,6
1,zion close(mill point),379,2,2,05/06/2022,6
2,kim seng road(the trillium),380,2,2,05/06/2022,6
1,kitchener road,381,2,2,05/06/2022,6
1,syed alwi road,381,2,2,05/06/2022,6
1,kwong avenue,382,2,2,05/06/2022,6
1,siak kew avenue,382,2,2,05/06/2022,6
1,lorong 2 toa payoh(blk 116),383,2,2,05/06/2022,6
1,lorong 2 toa payoh(blk 121),383,2,2,05/06/2022,6
2,lorong 5 toa payoh(blk 53),384,1,2,05/06/2022,6
1,lorong 8 toa payoh(blk 220),385,2,2,05/06/2022,6
1,lorong 8 toa payoh(blk 221),385,2,2,05/06/2022,6
1,mcnair road(blk 108),386,2,2,05/06/2022,6
1,mcnair road(blk 108b),386,2,2,05/06/2022,6
2,mei hwan drive(goldenhill park condominium),387,2,2,05/06/2022,6
1,monk's hill road,388,2,2,05/06/2022,6
1,sing ming avenue(blk 403),388,2,2,05/06/2022,6
1,new upper changi road(blk 57a),389,2,2,05/06/2022,6
1,new upper changi road(blk 59),389,2,2,05/06/2022,6
2,north coast avenue,390,1,2,05/06/2022,6
1,pillai road,391,2,2,05/06/2022,6
1,upper paya lebar road,391,2,2,05/06/2022,6
1,punggol drive(blk 612d),392,2,2,05/06/2022,6
1,punggol road(blk 603c),392,2,2,05/06/2022,6
1,punggol field(blk 106a),393,2,2,05/06/2022,6
1,punggol field(blk 110a),393,2,2,05/06/2022,6
1,spottiswoode park road(blk 110),393,2,2,05/06/2022,6
2,punggol walk(blk 310c),394,2,2,05/06/2022,6
1,rivervale crescent(blk 147),395,2,2,05/06/2022,6
1,rivervale crescent(blk 148),395,2,2,05/06/2022,6
1,serangoon central(blk 207),396,1,2,05/06/2022,6
1,serangoon central(blk 209),396,1,2,05/06/2022,6
2,serangoon north avenue 3(blk 554),397,2,2,05/06/2022,6
1,sophia road,398,2,2,05/06/2022,6
